[1275, 1105] [1359, 1189]
[1360, 1105] [1444, 1189]
[1445, 1105] [1529, 1189]
[1530, 1105] [1614, 1189]
[1615, 1105] [1699, 1189]
[1700, 1105] [1784, 1189]
[1785, 1105] [1819, 1189]
[0, 1190] [84, 1274]
[85, 1190] [169, 1274]
[170, 1190] [254, 1274]
[255, 1190] [339, 1274]
[340, 1190] [424, 1274]
[425, 1190] [509, 1274]
[510, 1190] [594, 1274]
[595, 1190] [679, 1274]
[680, 1190] [764, 1274]
[765, 1190] [849, 1274]
[850, 1190] [934, 1274]
[935, 1190] [1019, 1274]
[1020, 1190] [1104, 1274]
[1105, 1190] [1189, 1274]
[1190, 1190] [1274, 1274]
[1275, 1190] [1359, 1274]
[1360, 1190] [1444, 1274]
[1445, 1190] [1529, 1274]
[1530, 1190] [1614, 1274]
[1615, 1190] [1699, 1274]
[1700, 1190] [1784, 1274]
[1785, 1190] [1819, 1274]
[0, 1275] [84, 1359]
[85, 1275] [169, 1359]
[170, 1275] [254, 1359]
[255, 1275] [339, 1359]
[340, 1275] [424, 1359]
[425, 1275] [509, 1359]
[510, 1275] [594, 1359]
[595, 1275] [679, 1359]
[680, 1275] [764, 1359]
[765, 1275] [849, 1359]
[850, 1275] [934, 1359]
[935, 1275] [1019, 1359]
[1020, 1275] [1104, 1359]
[1105, 1275] [1189, 1359]
[1190, 1275] [1274, 1359]
[1275, 1275] [1359, 1359]
[1360, 1275] [1444, 1359]
[1445, 1275] [1529, 1359]
[1530, 1275] [1614, 1359]
[1615, 1275] [1699, 1359]
[1700, 1275] [1784, 1359]
[1785, 1275] [1819, 1359]
[0, 1360] [84, 1444]
[85, 1360] [169, 1444]
[170, 1360] [254, 1444]
[255, 1360] [339, 1444]
[340, 1360] [424, 1444]
[425, 1360] [509, 1444]
[510, 1360] [594, 1444]
[595, 1360] [679, 1444]
[680, 1360] [764, 1444]
[765, 1360] [849, 1444]
[850, 1360] [934, 1444]
[935, 1360] [1019, 1444]
[1020, 1360] [1104, 1444]
[1105, 1360] [1189, 1444]
[1190, 1360] [1274, 1444]
[1275, 1360] [1359, 1444]
[1360, 1360] [1444, 1444]
[1445, 1360] [1529, 1444]
[1530, 1360] [1614, 1444]
[1615, 1360] [1699, 1444]
[1700, 1360] [1784, 1444]
[1785, 1360] [1819, 1444]
[0, 1445] [84, 1529]
[85, 1445] [169, 1529]
[170, 1445] [254, 1529]
[255, 1445] [339, 1529]
[340, 1445] [424, 1529]
[425, 1445] [509, 1529]
[510, 1445] [594, 1529]
[595, 1445] [679, 1529]
[680, 1445] [764, 1529]
[765, 1445] [849, 1529]
[850, 1445] [934, 1529]
[935, 1445] [1019, 1529]
[1020, 1445] [1104, 1529]
[1105, 1445] [1189, 1529]
[1190, 1445] [1274, 1529]
[1275, 1445] [1359, 1529]
[1360, 1445] [1444, 1529]
[1445, 1445] [1529, 1529]
[1530, 1445] [1614, 1529]
[1615, 1445] [1699, 1529]
[1700, 1445] [1784, 1529]
[1785, 1445] [1819, 1529]
[0, 1530] [84, 1614]
[85, 1530] [169, 1614]
[170, 1530] [254, 1614]
[255, 1530] [339, 1614]
[340, 1530] [424, 1614]
[425, 1530] [509, 1614]
[510, 1530] [594, 1614]
[595, 1530] [679, 1614]
[680, 1530] [764, 1614]
[765, 1530] [849, 1614]
[850, 1530] [934, 1614]
[935, 1530] [1019, 1614]
[1020, 1530] [1104, 1614]
[1105, 1530] [1189, 1614]
[1190, 1530] [1274, 1614]
[1275, 1530] [1359, 1614]
[1360, 1530] [1444, 1614]
[1445, 1530] [1529, 1614]
[1530, 1530] [1614, 1614]
[1615, 1530] [1699, 1614]
[1700, 1530] [1784, 1614]
[1785, 1530] [1819, 1614]
[0, 1615] [84, 1623]
[85, 1615] [169, 1623]
[170, 1615] [254, 1623]
[255, 1615] [339, 1623]
[340, 1615] [424, 1623]
[425, 1615] [509, 1623]
[510, 1615] [594, 1623]
[595, 1615] [679, 1623]
[680, 1615] [764, 1623]
[765, 1615] [849, 1623]
[850, 1615] [934, 1623]
[935, 1615] [1019, 1623]
[1020, 1615] [1104, 1623]
[1105, 1615] [1189, 1623]
[1190, 1615] [1274, 1623]
[1275, 1615] [1359, 1623]
[1360, 1615] [1444, 1623]
[1445, 1615] [1529, 1623]
[1530, 1615] [1614, 1623]
[1615, 1615] [1699, 1623]
[1700, 1615] [1784, 1623]
[1785, 1615] [1819, 1623]
